id_mobilitas,iso_code,tanggal,retail_recreation,grocery_pharmacy,parks,transit_stations,workplaces,residential,private_vehicle_movement,public_transport_usage,walking_cycling,morning_rush_hour,afternoon_activity,evening_rush_hour,night_activity,overall_mobility_index
2018,ID-JB,2021-04-18,-16.3,-19.2,-15.2,-15.6,-23.2,6.9,-22.0,-46.4,-4.7,-26.3,-19.3,-10.9,-27.1,-18.3
2019,ID-JT,2021-04-18,-7.5,-10.7,-39.5,-24.5,-8.4,10.6,-17.4,-38.0,-14.7,-16.9,-21.0,-8.3,-9.1,-13.4
2020,ID-YO,2021-04-18,-23.9,-12.6,-64.9,-41.0,-37.7,8.5,-21.0,-61.7,-13.0,-38.9,-17.0,-26.0,-42.0,-34.2
2021,ID-JI,2021-04-18,-31.8,-14.3,-48.1,-45.4,-12.7,13.4,-15.7,-52.3,-15.3,-20.3,-30.2,-35.4,-36.1,-30.0
2022,ID-BT,2021-04-18,-37.9,-14.7,-11.6,-45.4,-11.9,6.0,-29.9,-44.2,-10.4,-37.3,-33.4,-22.9,-38.1,-31.7
2023,ID-BA,2021-04-18,-16.9,-18.7,-30.7,-29.4,-34.2,7.7,-13.7,-31.9,-13.1,-25.2,-19.4,-16.8,-42.5,-26.9
2024,ID-NB,2021-04-18,-28.9,-6.0,-5.8,-29.4,-6.0,10.3,-15.1,-22.7,-5.5,-19.3,-21.1,-16.4,-27.0,-21.4
2025,ID-NT,2021-04-18,-32.5,-10.0,-11.5,-51.5,-33.2,13.2,-24.2,-37.4,-14.5,-33.3,-19.6,-31.0,-23.2,-39.1
2026,ID-KB,2021-04-18,-19.8,-21.3,-6.3,-36.5,-22.1,14.1,-22.6,-49.3,-22.8,-36.0,-14.2,-40.2,-53.0,-26.1
2027,ID-KT,2021-04-18,-45.2,-19.9,-33.7,-28.1,-35.5,7.0,-17.1,-48.6,-17.2,-29.0,-25.1,-30.3,-58.0,-36.3
2028,ID-KS,2021-04-18,-41.1,-26.2,-7.1,-46.3,-20.0,6.0,-24.5,-41.1,-1.5,-34.8,-24.4,-33.7,-58.9,-35.8
2029,ID-KI,2021-04-18,-12.2,-24.3,-11.7,-24.3,-12.5,11.7,-12.9,-54.2,-8.7,-25.7,-21.5,-34.0,-37.7,-16.3
2030,ID-KU,2021-04-18,-24.0,0.3,-21.8,-28.9,-17.2,6.1,-12.4,-9.1,6.5,-9.5,-4.9,-7.6,-1.5,-23.4
2031,ID-SA,2021-04-18,-37.9,-14.1,-46.9,-32.5,-7.5,10.7,-23.1,-15.8,-11.1,-27.6,-17.2,-17.3,-25.4,-26.0
2032,ID-ST,2021-04-18,-58.1,-22.6,-59.8,-57.9,-41.7,10.7,-21.9,-58.7,-19.1,-28.3,-36.9,-42.0,-49.6,-52.6
2033,ID-SN,2021-04-18,-4.5,-10.3,-17.0,-28.0,-22.5,7.9,-7.5,-23.2,-8.4,-20.3,-10.3,-20.5,-18.2,-18.3
2034,ID-SG,2021-04-18,-16.1,-7.5,5.6,-29.2,-3.5,6.9,-9.5,-40.1,-20.8,-25.5,-5.8,-29.0,-19.8,-16.3
2035,ID-GO,2021-04-18,-36.0,-11.1,-23.8,-42.4,-28.9,4.7,-8.7,-35.1,2.1,-24.2,-4.9,-12.3,-10.7,-35.8
2036,ID-SR,2021-04-18,-37.8,-15.1,-29.2,-22.1,-29.0,6.1,-26.7,-53.5,1.4,-19.4,-12.2,-29.2,-49.1,-29.7
2037,ID-MA,2021-04-18,-44.5,-4.4,-20.1,-45.0,-28.8,5.5,-9.4,-54.0,-6.6,-15.4,-15.4,-25.1,-49.5,-39.4
2038,ID-MU,2021-04-18,-31.0,-3.5,-33.7,-32.9,-26.2,8.8,-4.4,-18.0,-5.9,-9.0,-10.2,-13.8,-6.2,-30.0
2039,ID-PA,2021-04-18,4.0,-9.0,-19.8,-23.7,-10.4,4.9,-12.4,-11.7,7.0,-9.0,-7.5,-20.9,-3.3,-10.0
2040,ID-PB,2021-04-18,-38.0,-20.2,-6.6,-43.5,-18.2,11.1,-21.1,-41.2,-17.3,-20.5,-34.2,-23.5,-18.3,-33.3
2041,ID-AC,2021-04-25,-14.0,-18.8,-18.7,-37.6,-27.6,11.4,-16.8,-22.2,-7.5,-23.1,-7.4,-29.0,-40.8,-26.4
2042,ID-SU,2021-04-25,-54.5,-19.7,-23.4,-50.6,-30.3,12.5,-30.1,-46.9,-6.7,-22.5,-38.9,-25.0,-34.6,-45.1
2043,ID-SB,2021-04-25,-8.9,-22.3,-25.5,-26.8,-9.8,6.6,-20.3,-42.9,-26.6,-19.3,-6.9,-15.3,-41.1,-15.2
2044,ID-RI,2021-04-25,-11.0,-16.0,-22.6,-15.9,-20.5,7.0,-20.8,-51.6,-22.1,-13.8,-27.1,-21.1,-19.4,-15.8
2045,ID-JA,2021-04-25,-41.7,-19.3,-51.6,-43.2,-16.2,8.0,-19.7,-31.0,-10.7,-25.3,-24.0,-31.5,-33.5,-33.7
2046,ID-SS,2021-04-25,-30.5,-6.5,-31.8,-6.9,-11.3,3.6,-13.3,-23.8,1.9,-15.3,-26.6,-8.3,-3.6,-16.2
2047,ID-BE,2021-04-25,-7.1,1.2,-34.0,-8.0,5.7,8.0,-5.8,-26.1,-10.1,-3.6,-9.2,-1.2,-19.4,-3.1
2048,ID-LA,2021-04-25,-11.8,-19.3,-34.3,-9.8,-21.1,2.5,-7.8,-23.5,-19.6,-8.5,-10.1,-16.3,-23.6,-14.2
2049,ID-BB,2021-04-25,1.5,-6.1,-32.7,-9.7,-13.0,7.3,-16.7,-26.7,-17.9,-15.2,-24.6,-20.2,-34.4,-7.1
2050,ID-KR,2021-04-25,-1.1,-14.9,-21.3,-13.4,1.1,7.5,-6.7,-31.9,-15.3,-16.0,-12.5,-16.9,-14.5,-4.4
2051,ID-JK,2021-04-25,-48.7,-15.0,-43.2,-42.0,-39.1,12.0,-18.6,-56.3,-27.8,-23.5,-33.2,-39.4,-39.3,-43.3
2052,ID-JB,2021-04-25,-37.1,-21.8,-21.3,-33.6,-35.4,14.6,-23.8,-42.0,-9.7,-41.1,-33.9,-40.8,-44.0,-35.4
2053,ID-JT,2021-04-25,-24.3,-10.4,-19.9,-35.6,-15.6,6.4,-12.7,-37.5,-13.2,-16.4,-20.3,-21.0,-33.7,-25.1
2054,ID-YO,2021-04-25,-24.6,-15.6,-19.8,-10.8,-17.8,1.7,-10.2,-8.9,-5.2,-13.8,-23.0,-9.9,-16.7,-17.8
2055,ID-JI,2021-04-25,-7.9,-14.8,-28.5,-28.1,-25.3,7.3,-19.3,-13.5,-4.2,-10.3,-8.7,-24.7,-36.7,-20.4
2056,ID-BT,2021-04-25,-29.1,-15.2,-31.3,-22.8,-25.3,7.5,-9.7,-35.9,-10.5,-11.3,-3.0,-28.1,-34.8,-25.7
2057,ID-BA,2021-04-25,-47.5,-27.7,-29.4,-56.9,-19.7,10.4,-18.8,-62.3,-14.0,-33.0,-19.7,-27.2,-50.6,-41.4
2058,ID-NB,2021-04-25,-39.5,-18.1,-46.8,-31.0,-19.8,9.7,-29.3,-44.3,-25.2,-40.0,-21.4,-27.2,-47.1,-30.1
2059,ID-NT,2021-04-25,-26.1,-11.2,-57.7,-33.1,-38.8,12.4,-27.7,-59.4,-26.4,-35.4,-14.9,-37.5,-56.4,-32.7
2060,ID-KB,2021-04-25,-44.2,-13.3,-28.3,-55.2,-17.5,9.0,-25.0,-40.0,-14.6,-31.5,-29.8,-28.9,-27.8,-39.0
2061,ID-KT,2021-04-25,-16.7,-5.3,-9.3,-37.5,-29.4,10.7,-18.4,-44.7,-15.7,-11.3,-11.3,-13.6,-9.3,-27.9
2062,ID-KS,2021-04-25,-39.1,-20.8,-15.9,-51.9,-35.3,4.9,-14.6,-47.4,-20.2,-35.2,-23.8,-36.9,-28.3,-42.1
2063,ID-KI,2021-04-25,-23.7,-6.4,-20.9,-34.8,-16.1,8.5,-15.7,-32.9,-26.4,-34.7,-14.9,-24.3,-54.5,-24.9
2064,ID-KU,2021-04-25,-31.3,-19.7,-45.1,-48.1,-29.3,9.2,-23.7,-22.9,-12.7,-26.1,-10.8,-25.4,-43.0,-36.2
2065,ID-SA,2021-04-25,-2.6,-1.5,-48.8,-25.9,-23.8,8.3,-15.5,-15.8,-8.3,-22.6,-7.7,-10.5,-20.7,-17.4
2066,ID-ST,2021-04-25,-35.4,-17.0,-41.0,-31.4,-25.1,5.2,-17.0,-31.0,-16.8,-29.5,-24.6,-23.1,-20.5,-30.7
2067,ID-SN,2021-04-25,-21.4,-1.3,-10.5,-24.8,-16.9,2.0,-1.5,-16.8,-1.1,-14.7,-13.4,-13.2,-20.5,-21.0
2068,ID-SG,2021-04-25,-27.1,-3.5,-3.9,-23.8,-25.4,7.6,-20.0,-23.3,-18.3,-20.1,-33.1,-32.4,-18.9,-25.4
2069,ID-GO,2021-04-25,-33.1,-15.9,-29.9,-13.3,-6.4,9.8,-6.3,-24.9,-16.7,-7.1,-28.3,-19.8,-30.6,-17.6
2070,ID-SR,2021-04-25,-6.1,-5.4,0.5,-25.8,-13.4,9.0,-12.8,-20.3,-10.0,-10.6,0.2,-7.5,-32.4,-15.1
2071,ID-MA,2021-04-25,-44.6,-9.8,-36.7,-42.6,-42.4,9.2,-36.1,-38.4,-32.0,-29.8,-29.4,-42.0,-59.5,-43.2
2072,ID-MU,2021-04-25,-7.8,-8.9,-43.1,-8.0,-26.2,7.9,-17.7,-14.8,-18.6,-22.1,-17.7,-9.5,-19.1,-14.0
2073,ID-PA,2021-04-25,-24.9,-8.8,-22.5,-6.6,-24.5,8.5,-6.6,-7.8,-21.5,-23.1,1.1,-9.0,-9.5,-18.7
2074,ID-PB,2021-04-25,-9.9,-1.1,-9.0,-0.1,-9.5,3.9,-8.9,-0.9,-2.1,-7.7,-11.7,-1.6,-11.2,-6.5
2075,ID-AC,2021-05-02,-6.6,-4.3,-3.6,-19.6,-10.1,10.5,-17.6,-39.3,-13.9,-14.5,-8.8,-24.6,-14.5,-12.1
2076,ID-SU,2021-05-02,-9.4,-1.7,8.6,-11.5,-8.9,6.5,-16.5,-12.5,7.6,-8.4,-1.6,-4.8,-6.6,-9.9
2077,ID-SB,2021-05-02,-16.3,-11.4,-17.8,-44.6,-28.0,8.1,-23.6,-61.0,-24.8,-32.8,-26.0,-27.0,-40.5,-29.6
2078,ID-RI,2021-05-02,-58.9,-28.7,-28.1,-57.2,-32.7,7.7,-35.6,-57.0,-32.3,-34.9,-41.5,-30.3,-45.4,-49.6
2079,ID-JA,2021-05-02,-14.6,-22.4,-20.2,-46.0,-33.4,13.2,-20.4,-62.0,-16.0,-18.2,-34.3,-29.9,-28.5,-31.3
2080,ID-SS,2021-05-02,-16.7,-14.8,-41.2,-35.4,-28.2,11.0,-9.4,-32.8,-6.4,-24.4,-30.9,-20.5,-43.1,-26.8
2081,ID-BE,2021-05-02,-29.7,-14.3,-19.0,-8.4,-6.5,2.7,-17.0,-17.5,-4.7,-12.5,-0.7,-13.5,-25.4,-14.9
2082,ID-LA,2021-05-02,-24.6,-6.1,-34.5,-38.7,-39.6,11.8,-21.1,-38.6,-30.8,-25.4,-34.0,-30.4,-36.3,-34.3
2083,ID-BB,2021-05-02,-17.4,-19.8,-8.8,-11.3,-12.9,8.8,-19.0,-38.0,-10.8,-22.8,-22.2,-12.4,-43.6,-13.9
2084,ID-KR,2021-05-02,-24.5,-10.0,-17.7,-25.3,-20.0,3.8,-4.9,-4.0,-13.9,-6.4,-21.0,-4.4,-28.8,-23.3
2085,ID-JK,2021-05-02,-48.3,-20.9,-36.4,-50.5,-44.2,11.8,-36.1,-69.7,-26.5,-38.5,-27.0,-35.8,-26.4,-47.7
2086,ID-JB,2021-05-02,-18.1,-2.2,8.5,-15.2,-21.3,2.0,-7.3,2.1,7.3,-6.0,4.9,-11.7,1.9,-18.2
2087,ID-JT,2021-05-02,-29.9,-12.9,-2.3,-11.8,-5.9,10.7,-19.5,-13.7,-15.0,-14.7,-27.6,-16.5,-5.7,-15.9
2088,ID-YO,2021-05-02,-28.1,-6.9,-2.1,-29.4,-26.2,8.3,-17.3,-61.8,-17.2,-22.3,-15.0,-30.6,-27.8,-27.9
2089,ID-JI,2021-05-02,-41.5,-15.6,-64.3,-47.6,-39.6,11.4,-34.3,-34.3,-3.4,-23.4,-27.5,-41.5,-43.6,-42.9
2090,ID-BT,2021-05-02,-35.9,-21.4,3.3,-32.8,-28.2,10.5,-11.1,-46.6,-4.3,-30.8,-19.2,-32.9,-49.3,-32.3
2091,ID-BA,2021-05-02,-38.3,-10.4,-12.6,-39.0,-23.7,6.2,-23.2,-25.7,-12.2,-28.8,-24.5,-29.6,-28.8,-33.7
2092,ID-NB,2021-05-02,-34.8,-9.4,5.0,-20.8,-27.4,6.7,-11.5,-51.0,-14.7,-27.2,-19.9,-11.8,-39.4,-27.6
2093,ID-NT,2021-05-02,-7.5,-3.5,-10.1,-43.1,-17.2,5.3,-15.2,-31.9,-2.1,-27.9,-12.0,-15.3,-39.2,-22.6
2094,ID-KB,2021-05-02,-48.1,-15.0,-32.4,-51.5,-41.0,13.3,-30.2,-45.0,-16.7,-26.5,-42.3,-21.4,-60.6,-46.8
2095,ID-KT,2021-05-02,-32.5,-4.4,-13.3,-39.8,-29.3,11.3,-28.4,-28.5,-24.2,-29.5,-16.6,-24.6,-44.5,-33.9
2096,ID-KS,2021-05-02,-21.9,-14.9,18.1,-22.6,-12.7,6.3,-2.7,-0.7,-5.8,-4.7,-14.4,-2.0,6.7,-19.1
2097,ID-KI,2021-05-02,-15.9,-21.4,-49.7,-46.6,-34.3,7.4,-25.1,-60.5,-5.4,-32.8,-21.9,-30.1,-32.3,-32.2
2098,ID-KU,2021-05-02,-18.2,-7.3,-21.8,-31.8,-12.3,8.6,-17.1,-17.8,-16.4,-18.4,-15.2,-11.9,-36.4,-20.8
2099,ID-SA,2021-05-02,-39.5,-14.9,-48.6,-54.0,-15.0,7.0,-32.7,-45.9,-25.9,-28.7,-15.2,-29.1,-44.1,-36.2
2100,ID-ST,2021-05-02,-7.3,-21.6,-26.4,-15.7,-34.0,3.3,-12.7,-47.4,-23.1,-20.7,-5.7,-16.0,-14.7,-19.0
2101,ID-SN,2021-05-02,-51.2,-27.0,-43.0,-45.1,-20.9,9.8,-34.7,-45.3,-10.4,-32.5,-15.5,-32.5,-50.9,-39.1
2102,ID-SG,2021-05-02,-3.3,-12.9,-30.8,-27.3,4.0,-0.9,-16.2,-17.7,-14.0,-9.0,-17.5,-2.7,-12.0,-8.9
2103,ID-GO,2021-05-02,-31.3,-16.7,-33.2,-31.4,-20.2,3.0,-14.4,-30.4,-11.4,-23.3,-3.2,-7.9,-25.6,-27.6
2104,ID-SR,2021-05-02,-1.2,-4.0,-20.0,-12.8,2.4,1.2,-10.7,-28.1,-16.8,-5.5,-18.4,-20.0,-26.9,-3.9
2105,ID-MA,2021-05-02,-14.1,-14.6,-32.0,-19.1,-15.3,5.8,-6.1,-29.4,-23.1,-16.0,-4.6,-18.8,-34.3,-16.2
2106,ID-MU,2021-05-02,-13.5,-5.4,-39.5,-21.7,-10.3,7.7,-8.8,-38.0,-9.2,-7.6,-18.2,-12.4,-23.3,-15.2
2107,ID-PA,2021-05-02,-21.3,-23.5,-10.5,-30.2,-36.1,8.7,-18.7,-25.7,-10.3,-29.1,-34.3,-22.5,-48.7,-29.2
2108,ID-PB,2021-05-02,-19.9,-17.6,-13.7,-42.0,-22.5,9.3,-24.6,-31.0,-27.0,-15.6,-31.5,-26.6,-53.1,-28.1
2109,ID-AC,2021-05-09,-3.4,0.4,19.3,-23.3,-8.4,3.4,-11.4,-5.1,-11.9,-17.2,-18.8,-16.6,-7.3,-11.7
2110,ID-SU,2021-05-09,-30.9,-4.5,-31.6,-14.1,3.8,1.2,-5.6,-29.0,2.7,-12.9,-19.5,-22.3,-5.2,-13.7
2111,ID-SB,2021-05-09,-31.6,-21.7,-23.5,-41.9,-36.6,4.6,-15.1,-45.9,-9.4,-30.0,-14.1,-31.3,-35.8,-36.7
2112,ID-RI,2021-05-09,-24.3,-17.0,-17.4,-42.3,-8.8,9.7,-15.3,-48.3,-26.0,-21.3,-34.8,-33.4,-35.7,-25.1
2113,ID-JA,2021-05-09,-0.9,-11.8,-3.4,-22.5,-13.2,1.5,-1.2,-0.2,5.2,-9.1,-21.7,-16.5,1.1,-12.2
2114,ID-SS,2021-05-09,-5.1,-7.9,-28.4,-14.6,-6.2,7.2,-21.0,-23.2,-19.0,-17.5,-14.6,-16.9,-20.9,-8.6
2115,ID-BE,2021-05-09,-23.0,-22.0,-51.6,-41.2,-24.1,11.7,-28.9,-35.2,-11.2,-32.4,-40.5,-21.0,-36.4,-29.4
2116,ID-LA,2021-05-09,-45.7,-12.0,-3.2,-44.6,-32.7,6.7,-22.8,-65.6,-26.7,-27.3,-23.9,-27.4,-33.5,-41.0
2117,ID-BB,2021-05-09,-15.1,-17.1,-10.2,-16.6,-11.8,6.1,-13.7,-49.8,-22.7,-24.3,-16.6,-29.0,-20.9,-14.5
2118,ID-KR,2021-05-09,-24.6,-5.4,-4.7,-11.3,-30.5,7.3,-12.5,-14.6,-18.3,-11.5,-22.4,-15.3,-10.2,-22.1
2119,ID-JK,2021-05-09,-27.7,-16.0,-50.9,-46.8,-26.6,7.8,-25.5,-47.6,-27.4,-33.6,-27.5,-27.5,-53.4,-33.7
2120,ID-JB,2021-05-09,-28.6,-9.4,-38.8,-29.1,-0.4,1.3,-9.9,-2.1,7.8,-15.0,-19.4,-6.5,-29.2,-19.4
2121,ID-JT,2021-05-09,-27.5,-9.7,-61.0,-53.9,-40.0,11.3,-27.3,-74.8,-22.1,-35.0,-29.1,-28.0,-58.3,-40.4
2122,ID-YO,2021-05-09,-12.8,-10.2,-11.2,-25.4,-23.8,1.5,-24.0,-48.3,-5.3,-28.6,-17.8,-9.5,-6.9,-20.7
2123,ID-JI,2021-05-09,-21.9,-10.3,-29.7,-19.1,-24.2,9.6,-21.1,-40.4,-13.9,-12.2,-7.7,-9.0,-17.9,-21.7
2124,ID-BT,2021-05-09,-17.2,-17.4,-0.1,-43.8,-8.0,10.8,-24.8,-20.6,-21.9,-24.5,-11.2,-26.8,-43.5,-23.0
2125,ID-BA,2021-05-09,4.1,-14.9,-37.8,-27.9,-5.5,0.4,-19.6,-28.6,-21.9,-3.3,-24.7,-15.8,-14.9,-9.7
2126,ID-NB,2021-05-09,-20.4,-12.6,-3.5,-12.4,-29.4,11.2,-14.0,-43.2,-8.9,-10.3,-28.4,-18.0,-32.0,-20.7
2127,ID-NT,2021-05-09,-36.0,-14.4,-35.0,-30.0,-14.2,6.4,-23.2,-11.6,-13.4,-7.6,-3.9,-12.3,-11.9,-26.7
2128,ID-KB,2021-05-09,-39.9,-14.3,-20.7,-54.2,-25.0,5.5,-15.6,-58.9,-11.6,-22.4,-24.4,-33.3,-35.4,-39.7
2129,ID-KT,2021-05-09,-13.0,-15.2,-16.3,-12.7,-25.5,1.8,-17.9,-29.8,1.1,-8.0,-6.6,-14.1,-8.2,-17.1
2130,ID-KS,2021-05-09,-15.7,-19.5,-45.8,-28.8,-26.0,8.7,-23.4,-37.6,-18.0,-21.0,-7.2,-9.4,-23.3,-23.5
2131,ID-KI,2021-05-09,-32.2,-4.8,2.0,-25.2,-10.6,5.1,-8.4,-50.0,-16.6,-18.9,-5.5,-25.4,-24.1,-22.7
2132,ID-KU,2021-05-09,-0.2,-2.6,-3.1,-26.7,-14.5,2.0,-10.9,-12.9,-1.6,-6.0,-15.1,-4.2,-1.3,-13.8
2133,ID-SA,2021-05-09,-22.8,-3.9,-39.0,-39.8,-20.1,5.4,-17.1,-56.0,-15.4,-18.2,-10.3,-23.7,-44.1,-27.6
2134,ID-ST,2021-05-09,-42.3,-11.8,-44.1,-35.2,-29.2,14.4,-25.2,-43.0,-21.6,-40.3,-33.7,-37.1,-33.1,-35.6
2135,ID-SN,2021-05-09,-18.2,-20.5,-5.0,-16.2,-16.0,8.1,-22.3,-27.6,-23.1,-23.2,-26.3,-10.9,-19.3,-16.8
2136,ID-SG,2021-05-09,-23.3,-18.3,-6.7,-30.9,-14.5,5.9,-25.9,-47.6,-3.2,-14.1,-14.2,-19.4,-21.5,-22.9
2137,ID-GO,2021-05-09,-11.5,-15.2,9.8,-15.6,-11.8,8.7,-15.1,-2.1,-16.4,-6.8,-1.6,-17.2,-21.4,-12.9
2138,ID-SR,2021-05-09,-19.6,-12.5,-13.2,-40.3,-24.2,10.8,-13.5,-53.4,-17.2,-22.4,-33.5,-26.4,-47.2,-28.0
2139,ID-MA,2021-05-09,-23.4,0.1,-7.3,-7.4,-8.9,4.0,-9.0,-14.4,-3.4,-20.9,-10.3,-19.2,-41.9,-13.2
2140,ID-MU,2021-05-09,-31.8,-6.6,-21.0,-36.7,-10.0,10.7,-16.5,-15.8,-4.8,-11.0,-3.1,-14.3,-29.3,-26.2
2141,ID-PA,2021-05-09,-40.6,-19.2,-63.0,-49.2,-18.9,9.1,-33.4,-66.1,-24.7,-38.1,-23.4,-30.1,-49.8,-36.3
2142,ID-PB,2021-05-09,-5.8,-10.9,-30.4,-21.2,-11.5,10.6,-16.2,-54.8,-12.9,-22.8,-22.7,-28.5,-43.7,-12.8
2143,ID-AC,2021-05-16,-27.4,-9.6,-1.4,-9.1,-8.0,6.1,-15.4,-0.8,-6.3,-9.4,-16.6,-5.9,0.1,-14.8
2144,ID-SU,2021-05-16,-11.5,-2.3,-20.7,1.0,-23.3,-0.3,-15.0,-21.0,-18.6,-7.8,-12.4,-19.8,4.1,-11.3
2145,ID-SB,2021-05-16,-1.5,0.4,-19.9,-35.5,-7.6,6.9,-20.3,-18.1,-18.0,-6.6,-10.2,-7.5,-25.5,-14.9
2146,ID-RI,2021-05-16,-14.2,-4.5,-4.5,-10.4,-2.8,5.9,-22.0,-35.1,-12.3,-10.6,-1.4,-16.3,-23.7,-9.1
2147,ID-JA,2021-05-16,-30.0,-1.6,-29.0,-15.2,-1.8,3.7,-11.4,-16.4,-7.9,-11.3,-8.9,-15.8,-16.4,-15.7
2148,ID-SS,2021-05-16,-27.4,-3.0,-3.7,-5.3,-21.9,5.0,-1.3,-6.2,9.5,-4.1,4.7,-8.6,-16.8,-18.2
2149,ID-BE,2021-05-16,-32.0,2.3,-1.6,-20.8,-18.5,-0.8,-18.2,-6.1,-15.1,-19.7,-7.5,-9.6,-18.3,-23.8
2150,ID-LA,2021-05-16,-11.2,-15.9,-10.4,-24.7,-19.8,4.6,-15.5,-27.0,-1.3,-16.6,-10.9,-7.8,-15.5,-18.6
2151,ID-BB,2021-05-16,-38.8,-27.3,-62.3,-34.8,-32.4,12.7,-33.2,-68.8,-19.4,-38.8,-37.6,-30.5,-58.7,-35.3
2152,ID-KR,2021-05-16,0.2,-18.8,-27.3,-14.0,-3.6,6.8,-22.9,-19.7,-2.5,-23.2,-12.3,-17.2,-37.3,-5.8
2153,ID-JK,2021-05-16,-26.9,-14.4,-32.2,-33.9,-13.3,4.7,-20.3,-36.5,-20.8,-8.4,-4.3,-8.0,-7.7,-24.7
2154,ID-JB,2021-05-16,-9.6,-7.9,-13.5,-40.7,-22.7,7.9,-22.3,-55.4,-22.8,-29.8,-18.5,-27.5,-40.9,-24.3
2155,ID-JT,2021-05-16,-24.6,-18.9,-35.6,-42.9,-20.8,10.5,-27.2,-48.8,-8.0,-22.2,-29.6,-41.0,-24.6,-29.4
2156,ID-YO,2021-05-16,-38.1,-17.8,-31.5,-51.0,-21.8,13.5,-27.7,-57.1,-17.9,-36.7,-39.7,-33.2,-47.8,-37.0
2157,ID-JI,2021-05-16,-28.1,-3.6,6.5,-8.1,-10.1,4.2,-13.8,-20.6,5.8,-10.8,-13.0,-7.8,-2.4,-15.4
2158,ID-BT,2021-05-16,-13.2,-3.4,-20.7,-9.1,1.1,8.4,-2.6,-44.6,-15.6,-8.2,-2.8,-24.9,-0.8,-7.1
2159,ID-BA,2021-05-16,-11.5,-6.1,2.5,-17.3,-9.4,4.2,-12.8,-13.3,-7.3,-10.1,-14.8,-16.2,-23.8,-12.7
2160,ID-NB,2021-05-16,-43.1,-15.5,-21.0,-50.4,-41.4,9.7,-20.5,-61.8,-28.3,-27.6,-13.1,-29.0,-23.1,-44.9
2161,ID-NT,2021-05-16,-33.3,-9.2,-11.2,-18.5,-20.4,8.1,-20.6,-26.0,0.4,-4.8,-20.4,-10.6,-0.6,-24.1
2162,ID-KB,2021-05-16,-44.5,-26.1,-30.4,-33.4,-17.3,5.9,-17.2,-66.0,-7.5,-31.0,-33.2,-26.0,-58.3,-31.7
2163,ID-KT,2021-05-16,-22.8,-0.7,-27.3,-32.1,-6.3,0.8,-22.5,-26.2,-11.8,-26.2,-13.1,-19.3,-5.4,-20.4
2164,ID-KS,2021-05-16,-22.0,-21.5,-45.0,-50.1,-34.7,12.0,-14.8,-47.0,-2.7,-27.3,-30.5,-29.9,-37.4,-35.6
2165,ID-KI,2021-05-16,-24.5,0.8,10.9,-7.3,-12.4,4.3,-16.7,-26.4,2.9,-9.7,-0.8,-13.6,-33.7,-14.7
2166,ID-KU,2021-05-16,-9.5,-8.2,-39.1,-33.4,-20.3,3.2,-12.9,-22.4,-23.4,-17.9,-17.6,-32.5,-49.6,-21.1
2167,ID-SA,2021-05-16,-14.7,-16.4,13.6,-7.1,-0.1,3.7,-3.5,-14.8,6.8,-18.2,3.9,-17.3,-14.0,-7.3
2168,ID-ST,2021-05-16,-23.4,-20.6,-23.1,-41.2,-31.7,11.1,-10.4,-29.5,-12.0,-29.2,-11.6,-32.3,-14.3,-32.1
2169,ID-SN,2021-05-16,-1.9,-14.6,-47.6,-18.8,-15.7,8.1,-9.3,-17.8,-22.0,-16.1,-15.8,-18.1,-29.3,-12.1
2170,ID-SG,2021-05-16,-26.1,-17.6,-56.6,-43.2,-28.0,15.3,-18.9,-49.8,-5.9,-40.3,-31.1,-41.0,-39.1,-32.5
2171,ID-GO,2021-05-16,-21.7,-18.4,-33.5,-46.2,-36.5,11.2,-31.5,-56.0,-12.4,-39.3,-37.4,-27.2,-27.7,-34.8
2172,ID-SR,2021-05-16,-31.2,-16.9,-35.9,-7.9,2.0,6.1,-14.1,-26.9,-12.4,-15.9,-12.2,-10.4,-28.6,-12.4
2173,ID-MA,2021-05-16,-41.0,-20.2,-28.4,-35.5,-24.0,6.0,-27.0,-38.7,-4.1,-21.4,-33.9,-16.8,-13.8,-33.5
2174,ID-MU,2021-05-16,-23.0,-12.2,-24.2,-40.0,-19.5,8.7,-16.4,-42.0,-22.4,-30.2,-31.9,-21.6,-33.7,-27.5
2175,ID-PA,2021-05-16,-4.9,-2.0,-3.3,-12.7,-19.3,6.9,-14.1,-19.2,3.2,-14.5,-24.9,-14.8,-31.8,-12.3
2176,ID-PB,2021-05-16,-0.0,-11.5,2.2,-13.5,5.1,2.9,-12.7,-19.3,-8.0,-16.4,-2.2,-12.9,6.5,-2.8
2177,ID-AC,2021-05-23,1.8,-8.6,-24.7,-17.5,3.6,3.7,-13.0,-18.7,-14.3,-14.9,-7.2,-11.6,-11.4,-4.0
2178,ID-SU,2021-05-23,-15.8,-0.2,-19.5,-0.2,-4.0,1.9,-13.2,-16.1,-6.3,-13.0,-13.1,-4.4,-24.2,-6.6
2179,ID-SB,2021-05-23,-9.2,-17.5,-42.6,-44.0,-11.9,8.7,-21.7,-37.1,-0.1,-18.1,-13.7,-15.3,-13.3,-21.7
2180,ID-RI,2021-05-23,-35.3,-12.6,-3.7,-19.6,-14.6,4.1,-24.4,-28.1,-25.0,-29.7,-25.9,-18.4,-49.7,-23.1
2181,ID-JA,2021-05-23,-18.4,-4.0,-3.1,-7.6,-17.6,3.7,-19.1,-44.1,2.8,-12.7,-25.8,-12.9,-30.1,-14.6
